number_of_veterans_by_income_category,population,start_date,end_date,question,status,count
Veterans with Both Earned and Other Income,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,8
Veterans with No Income,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,5
Veterans with No Income,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,8
Number of veterans not yet required to have an annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Number of veterans without required annual assessment,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_start,21
Total Veterans,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,17
Total Veterans,veterans,2017-04-01,2017-04-30,Q25f,number_of_veterans_at_exit_leavers,4
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,2
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Only Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,11
Veterans with Only Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,3
Veterans with Only Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Both Earned and Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Both Earned and Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,7
Veterans with No Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,5
Veterans with No Income,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,7
Number of veterans not yet required to have an annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_start,20
Total Veterans,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,18
Total Veterans,veterans,2017-05-01,2017-05-31,Q25f,number_of_veterans_at_exit_leavers,2
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,2
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Only Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,11
Veterans with Only Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with Only Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Both Earned and Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Both Earned and Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,7
Veterans with No Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,5
Veterans with No Income,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,6
Number of veterans not yet required to have an annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_start,20
Total Veterans,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,18
Total Veterans,veterans,2017-06-01,2017-06-30,Q25f,number_of_veterans_at_exit_leavers,2
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,3
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Only Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,10
Veterans with Only Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with Only Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Both Earned and Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,1
Veterans with Both Earned and Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,6
Veterans with No Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with No Income,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,8
Number of veterans not yet required to have an annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_start,20
Total Veterans,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,19
Total Veterans,veterans,2017-07-01,2017-07-31,Q25f,number_of_veterans_at_exit_leavers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,14
Veterans with Only Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with Only Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Both Earned and Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,1
Veterans with Both Earned and Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,6
Veterans with No Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with No Income,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,2
Veterans with Missing Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Number of veterans not yet required to have an annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,14
Number of veterans not yet required to have an annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_start,28
Total Veterans,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,25
Total Veterans,veterans,2017-08-01,2017-08-31,Q25f,number_of_veterans_at_exit_leavers,3
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-09-01,2017-09-30,Q25f,number_of_veterans_at_start,4
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-09-01,2017-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2017-09-01,2017-09-30,Q25f,number_of_veterans_at_exit_leavers,0
