number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,478
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,345
Total Adults,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,133
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,312
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,25
1 or More Source of Income,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,92
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_annual_assessment_stayers,31
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-09-01,2016-09-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,119
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,21
Adults with Only Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,122
Adults with Only Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,20
Adults with Only Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,19
Adults with Both Earned and Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,23
Adults with Both Earned and Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,8
Adults with No Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,172
Adults with No Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with No Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,43
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,8
Adults with Missing Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,244
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,81
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,445
Total Adults,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,353
Total Adults,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,92
1 or More Source of Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,280
1 or More Source of Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,24
1 or More Source of Income,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_annual_assessment_stayers,28
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-10-01,2016-10-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,133
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,34
Adults with Only Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,141
Adults with Only Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,19
Adults with Only Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,22
Adults with Both Earned and Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,21
Adults with Both Earned and Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,3
Adults with No Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,190
Adults with No Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with No Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,36
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,287
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,83
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,491
Total Adults,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,396
Total Adults,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,95
1 or More Source of Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,308
1 or More Source of Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,22
1 or More Source of Income,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,60
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_annual_assessment_stayers,26
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-11-01,2016-11-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,122
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,36
Adults with Only Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,132
Adults with Only Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,18
Adults with Only Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,22
Adults with Both Earned and Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,26
Adults with Both Earned and Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,210
Adults with No Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with No Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,61
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,262
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,85
Number of Adult Stayers without Required Annual Assessment,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,496
Total Adults,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,372
Total Adults,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,124
1 or More Source of Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,298
1 or More Source of Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,21
1 or More Source of Income,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,72
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_annual_assessment_stayers,25
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2016-12-01,2016-12-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,111
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,42
Adults with Only Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,138
Adults with Only Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,16
Adults with Only Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,26
Adults with Both Earned and Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,23
Adults with Both Earned and Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,9
Adults with No Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,212
Adults with No Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,7
Adults with No Income,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,64
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_annual_assessment_stayers,234
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-01-01,2017-01-31,Q18,number_of_adults_at_start,0
